classmark,title,date_from,date_to,summary,medical_terms
MS-TS-AR-00043-00049,Medical; magical,0500-01-01,1899-12-31,Collection of magical characteres for amulets to treat incurable diseases.,"['disease', 'incurable', 'magical', 'treat']"
MS-TS-AR-00043-00052,Medical; magical,0500-01-01,1899-12-31,"Leaf from a medico-magical booklet, including suggestions on how to expel bad spirits together with how to deal with skin complaints, the thickening of the eyelids and the creation of love potions. Belongs with T-S Ar.43.70.","['expel', 'eyelid', 'medico-magical', 'potion', 'skin']"
MS-TS-AR-00043-00056,Medical,0500-01-01,1899-12-31,"Judaeo-Arabic translation of Hippocrates, Aphorisms, II: 32-48.","['aphorism', 'hippocrates']"
MS-TS-AR-00043-00070,Medical; magical,0500-01-01,1899-12-31,"Collection of popular medical and magical remedies, presenting an unorthodox (non-temperamental) approach to folk remedies and medicine.","['magical', 'medical', 'medicine', 'remedy']"
MS-TS-AR-00043-00076,Medical,0500-01-01,1899-12-31,"Bifolium from an ophthalmological booklet, describing the treatment of eye complaints such as inversion of the eyelids and epiphora (excessive lacrimation).","['epiphora', 'excessive', 'eye', 'eyelid', 'lacrimation', 'ophthalmological', 'treatment']"
MS-TS-AR-00043-00080,Medical; piyyuṭ,0500-01-01,1899-12-31,"Medical booklet (possibly for personal use) on ophthalmology, describing the treatment of squints and the preparation of collyria (eye washes) and kohl. Folio 2r is written in a different, more expert, hand and preserves a portion of a Hebrew liturgical poem.","['collyrium', 'eye', 'hand', 'liturgical', 'medical', 'ophthalmology', 'portion', 'preparation', 'squint', 'treatment']"
MS-TS-AR-00043-00081,Medical,0500-01-01,1899-12-31,"Page from a Judaeo-Arabic version of ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), describing an operation to the upper eyelid (ed. Hyderabad 1964, pp. 104-106).","['eyelid', 'optician']"
MS-TS-AR-00043-00082,Medical,0500-01-01,1899-12-31,"Bifolium from an anatomical work, focussing on the veins, and in particular on the vena cava. It also discusses the vertebral column.","['anatomical', 'cava', 'vein', 'vertebral']"
MS-TS-AR-00043-00086,Medical,0500-01-01,1899-12-31,"Leaf from a Judaeo-Arabic version of ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), first discourse, end of chapter 18 and beginning of chapter 19, focussing on muscles and nerves in the eye (ed. Hyderabad 1964, pp. 32-33).","['eye', 'muscle', 'nerve', 'optician']"
MS-TS-AR-00043-00088,Medical,0500-01-01,1899-12-31,"Leaf from a work on pharmacopoeia, preserving recipes and the beginning of ‘Chapter 10’ on the preparation of medical ointments and lotions. Mentions Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’).","['lotion', 'medical', 'medicine', 'ointment', 'pharmacopoeia', 'preparation']"
MS-TS-AR-00043-00090,Medical; astrology,0500-01-01,1899-12-31,"Collection of astrological prognostications regarding the occurrence of epidemics and illnesses, and concerning the people of Iraq and Syria.","['astrological', 'epidemic', 'illness']"
MS-TS-AR-00043-00092,Medical,0500-01-01,1899-12-31,"Leaves from a work on general medical theory, here dealing with the four humours and their features. The text is based on Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’; ed. Būlāq 1871, I:14-15). Belongs with T-S Ar.43.129.","['humour', 'medical', 'medicine']"
MS-TS-AR-00043-00098,Medical,0500-01-01,1899-12-31,"Bifolium from a work on pharmacopeia, preserving headings for chapters 2 and 3: recipes for pills, pastilles and pastes; instructions for the treatment of severe coughing and vomiting in children, tinea (ringworm) of the scalp and swollen spleen.","['child', 'coughing', 'pharmacopeia', 'pill', 'ringworm', 'scalp', 'spleen', 'swollen', 'tinea', 'treatment', 'vomiting']"
MS-TS-AR-00043-00101,Medical,0500-01-01,1899-12-31,"Bifolium from a treatise on ophthalmology, here describing recipes for preparing collyria (eye washes) for treating eye pannus, itching of the eyelids, thickening of the eyelids, abscesses of the lachrymal glands, and fistulae.","['abscess', 'collyrium', 'eye', 'eyelid', 'fistula', 'itching', 'lachrymal', 'ophthalmology', 'pannus', 'preparing', 'treating']"
MS-TS-AR-00043-00102,Medical,0500-01-01,1899-12-31,"Bifolium from a small medical booklet dealing with the relationship between doctor and patient and, in particular, with the patient’s gratitude if treatment is successful.","['doctor', 'medical', 'patient', 'treatment']"
MS-TS-AR-00043-00106,Medical,0500-01-01,1899-12-31,"Leaves from Al-Majūsī, Kāmil al-ṣināʿat al-ṭibbiyya (‘The complete art of medicine’), from the 8th discourse of the first part, dealing with the causes and types of fevers – ephemeral, septic and phthisic (ed. Būlāq 1877, I: 294-296).","['cause', 'fever', 'medicine', 'phthisic', 'septic']"
MS-TS-AR-00043-00112,Medical,0500-01-01,1899-12-31,"Leaf from a work on pharmacopoeia, dealing with the preparation of dermatological ointments for skin conditions.","['condition', 'dermatological', 'ointment', 'pharmacopoeia', 'preparation', 'skin']"
MS-TS-AR-00043-00114,Medical,0500-01-01,1899-12-31,"From a work on pharmacopoeia, discussing various preparations including one for curing wet dreams.","['curing', 'pharmacopoeia', 'preparation']"
MS-TS-AR-00043-00117,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, dealing with diseases of the intestines and their treatment.","['disease', 'intestine', 'medical', 'treatment']"
MS-TS-AR-00043-00129,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, dealing with the anatomy of bones, cartilage, nerves, tendons and blood vessels.","['anatomy', 'blood', 'bone', 'cartilage', 'medical', 'nerve', 'tendon', 'vessel']"
MS-TS-AR-00043-00130,Medical,0500-01-01,1899-12-31,"Judaeo-Arabic version of Hippocrates, Aphorisms I: 5-7, 13-14.","['aphorism', 'hippocrates']"
MS-TS-AR-00043-00132,Medical,0500-01-01,1899-12-31,"Bifolium from a work on materia medica, here listing simples whose name begins with the letters kāf and mīm (camphor, cubeb, amber). Galen and Dioscorides are mentioned.","['amber', 'camphor', 'cubeb', 'galen', 'medica']"
MS-TS-AR-00043-00138,Medical,0500-01-01,1899-12-31,"Page from a medical work, here dealing with epistaxis (nosebleed) and its treatment with astringent and antihemorrhagic medicaments.","['antihemorrhagic', 'astringent', 'epistaxis', 'medical', 'medicament', 'nosebleed', 'treatment']"
MS-TS-AR-00043-00141,Medical,0500-01-01,1899-12-31,"Leaf from a medico-philosophical book, dealing with general definitions of the body and its functions: the faculties of the body, sensation, learning, and the function of memory.","['body', 'medico-philosophical']"
MS-TS-AR-00043-00142,Medical,0500-01-01,1899-12-31,"Bifolium from a booklet on materia medica, with instructions for treating colics, and recipes for aperients and syrups. Simples listed include asafoetida, cumin, borax, mustard, and bdellium.","['aperient', 'asafoetida', 'bdellium', 'borax', 'colic', 'cumin', 'medica', 'mustard', 'syrup', 'treating']"
MS-TS-AR-00043-00143,Medical,0500-01-01,1899-12-31,"Leaf from ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians‘) second discourse, end of chapter 54 and beginning of chapter 55 (ed. Hyderabad 1964, pp. 221-223).",['optician']
MS-TS-AR-00043-00144,Medical,0500-01-01,1899-12-31,Bifolium from a work on theoretical medicine dealing with the four humours and the four temperaments.,"['humour', 'medicine']"
MS-TS-AR-00043-00147,Medical,0500-01-01,1899-12-31,"Leaf from a medical work in Judaeo-Arabic, dealing with mental illnesses, including madness, lethargy, meningitis and illnesses that affect the ventricles of the brain.","['brain', 'illness', 'lethargy', 'madness', 'medical', 'meningitis', 'mental', 'ventricle']"
MS-TS-AR-00043-00151,Medical,0500-01-01,1899-12-31,"Judaeo-Arabic version of the Arabic translation of Galen, De Colera Nigra (Kitāb fī l-mirrah al-sawdāʾ), by Stephanus son of Basilius (a disciple of Ḥunayn ibn Isḥāq). The extant text deals with the treatment of dropsy through purgatives, with loss of abdominal weight, and the humours.","['abdominal', 'basilius', 'colera', 'galen', 'humour', 'purgative', 'treatment', 'weight']"
MS-TS-AR-00043-00154,Medical,0500-01-01,1899-12-31,"From a treatise on phlebotomy attributed to a certain Al-Rašīd, here dealing with the use of phlebotomy to relieve pain in various parts of the body; phlebotomy of the saphenous vein to treat diseases of the uterus and dysmenorrhea; the application of phlebotomy to children and the elderly.","['body', 'child', 'disease', 'dysmenorrhea', 'elderly', 'pain', 'phlebotomy', 'relieve', 'saphenous', 'treat', 'uterus', 'vein']"
MS-TS-AR-00043-00155,Medical,0500-01-01,1899-12-31,"Bifolium from a medical work on pathology, discussing the correct diet in case of different types of fever.","['diet', 'fever', 'medical', 'pathology']"
MS-TS-AR-00043-00156,Medical,0500-01-01,1899-12-31,"Bifolium from a medical treatise, dealing with fevers (in particular ephemeral fevers), their symptoms and treatment. The fragment mentions Hippocrates.","['fever', 'hippocrates', 'medical', 'treatment']"
MS-TS-AR-00043-00160,Medical; philosophical,0500-01-01,1899-12-31,From a medico-philosophical work dealing with the five senses and discussing the relationship between the body and the soul.,"['body', 'medico-philosophical']"
MS-TS-AR-00043-00165,Medical,0500-01-01,1899-12-31,"Bifolium from a medical work dealing with general medical theory and anatomy: the humours and the formation of the organs of the body; description of the bones and the anatomy of the head. The main source of information is Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’; ed. Būlāq I:19, 25).","['anatomy', 'body', 'bone', 'head', 'humour', 'medical', 'medicine', 'organ']"
MS-TS-AR-00043-00166,Medical,0500-01-01,1899-12-31,"Bifolium from a work on ophthalmology, describing various eye complaints and their treatments, including haemorrhages and bloodspots in the eyes.","['bloodspots', 'eye', 'haemorrhage', 'ophthalmology', 'treatment']"
MS-TS-AR-00043-00167,Medical; philosophical,0500-01-01,1899-12-31,"From a philosophical work, here dealing with the body and its faculty and the soul. Verso focusses on the heart.","['body', 'heart']"
MS-TS-AR-00043-00169,Medical,0500-01-01,1899-12-31,"Part of a leaf from a medical work, focussing on diseases of the skin and eyes.","['disease', 'eye', 'medical', 'skin']"
MS-TS-AR-00043-00172,Medical,0500-01-01,1899-12-31,Bifolium from a medical work dealing with general medical topics: elements and humours in the body; blood and the effectiveness of phlebotomy. There is also a pharmacopoeic portion with recipes for two toothpastes.,"['blood', 'body', 'effectiveness', 'humour', 'medical', 'pharmacopoeic', 'phlebotomy', 'portion', 'toothpaste']"
MS-TS-AR-00043-00173,Medical,0500-01-01,1899-12-31,"Bifolium from an ophthalmological work, presented in the form of questions and answers, and dealing with the following ailments: diseases of the eyelids, conjunctivitis, inflammation and pus formation in the inner eye; lachrymal abscesses and their treatment.","['abscess', 'ailment', 'conjunctivitis', 'disease', 'eye', 'eyelid', 'inflammation', 'lachrymal', 'ophthalmological', 'treatment']"
MS-TS-AR-00043-00174,Medical,0500-01-01,1899-12-31,"Closing page of a Judaeo-Arabic version of the Arabic translation of Galen, De Cholera Nigra (Kitāb al-mirra al-sawdāʾ) by Stephanus son of Basilius. The fragment includes the colophon, which states that the book was translated from Greek. Belongs with T-S Ar.43.151.","['basilius', 'cholera', 'colophon', 'galen']"
MS-TS-AR-00043-00178,Medical; astrological,0500-01-01,1899-12-31,"Leaf from a booklet on astral-medicine, detailing the possible illnesses that may develop in correspondence with particular positions of the stars and planets in the sky.","['astral-medicine', 'illness', 'star']"
MS-TS-AR-00043-00180,Medical,0500-01-01,1899-12-31,"Leaves from a booklet on pharmacopoeia, mostly likely for personal use. It describes the preparation of collyria (eye washes) and different kind of snuff for nasal consumption. The fragment also includes instructions for performing cauterisation of the temples in case of extreme headache.","['cauterisation', 'collyrium', 'eye', 'headache', 'nasal', 'pharmacopoeia', 'preparation', 'snuff', 'temple']"
MS-TS-AR-00043-00191,Medical,0500-01-01,1899-12-31,"Bifolium from a booklet on materia medica, with a quotation of Al-Masʿūdī (f. 1v). Folio 2r includes the beginning of ‘Chapter 40’, dealing with stones in the bladder and the preparation of diuretics.","['bladder', 'diuretic', 'medica', 'preparation']"
MS-TS-AR-00043-00200,Medical; magical,0500-01-01,1899-12-31,"Recto: magical incantations and formulae for curing redness, pain and swelling of the eye. Verso: description of magical uses of Psalms, in particular of Psalm 1 for producing an amulet for a woman at risk of miscarriage.","['curing', 'eye', 'magical', 'miscarriage', 'pain', 'redness', 'swelling']"
MS-TS-AR-00043-00201,Medical,0500-01-01,1899-12-31,Bifolium from a medical work (possibly for personal use) dealing with ophthalmology and discussing the preparation of collyria (eye washes) and medicaments for curing inflammation of the eyelids and squinting.,"['collyrium', 'curing', 'eye', 'eyelid', 'inflammation', 'medical', 'medicament', 'ophthalmology', 'preparation', 'squinting']"
MS-TS-AR-00043-00205,Medical; magical,0500-01-01,1899-12-31,Medico-magical fragment describing the foretelling of health problems and dealing in more detail with the treatment of psychological issues.,"['health', 'medico-magical', 'treatment']"
MS-TS-AR-00043-00206,Medical,0500-01-01,1899-12-31,"Page from a Judaeo-Arabic version of ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’) third discourse, chapter 5, on long-sightedness and beginning of chapter 6 on shortsightedness (ed. Hyderabad 1964, pp. 293-295).","['long-sightedness', 'optician', 'shortsightedness']"
MS-TS-AR-00043-00225,Medical,0500-01-01,1899-12-31,"Leaf from a work on materia medica, describing the properties and use of pomegranate, apricot, honey, apple and quince. A quotation from Hippocrates, Epidemics, is found on verso. ʿAlī ibn Riḍwān is mentioned in a marginal note on verso.","['apple', 'apricot', 'epidemic', 'hippocrates', 'honey', 'medica', 'pomegranate', 'quince']"
MS-TS-AR-00043-00226,Medical,0500-01-01,1899-12-31,"From a booklet on pharmacopoeia, bringing together recipes for treating various ailments in no particular order, including the making of ear drops and a procedure for cleaning infected wounds.","['ailment', 'cleaning', 'ear', 'infected', 'pharmacopoeia', 'treating', 'wound']"
MS-TS-AR-00043-00227,Medical,0500-01-01,1899-12-31,"Part of an anatomical booklet for personal use, written in a untrained hand. The extant content is ophthalmological: anatomy of the eye (outer layers, cornea, iris, conjunctivae) and mention of the brain and meninges.","['anatomical', 'anatomy', 'brain', 'conjunctiva', 'cornea', 'eye', 'hand', 'iris', 'meninges', 'ophthalmological']"
MS-TS-AR-00043-00238,Medical,0500-01-01,1899-12-31,"Recipe for the preparation of an ointment composed of wax, violet oil and aged clarified butter; mention is made of the practice of phlebotomy.","['butter', 'clarified', 'oil', 'ointment', 'phlebotomy', 'preparation', 'violet', 'wax']"
MS-TS-AR-00043-00243,Medical,0500-01-01,1899-12-31,"Leaf from a medical booklet focussing on urine examination, the presence of blood and sediments in urines, and fevers. Hippocrates’ Prognosis is mentioned.","['blood', 'fever', 'hippocrates', 'medical', 'prognosis', 'urine']"
MS-TS-AR-00043-00245,Medical; letter,0500-01-01,1899-12-31,"Family letter from a son to his father. After expressing how much he is missing his father, the son asks for some medicaments to be sent to him and discusses financial issues. Other letters sent to Ḵalaf ibn Qašīšāt and Job ibn Safīq are mentioned.","['father', 'medicament']"
MS-TS-AR-00043-00248,Medical,0500-01-01,1899-12-31,"Three leaves from a medical booklet on general treatments, describing eye diseases and their treatments (in particular corneal ulceration), with a suggestion regarding phlebotomy of the cephalic vein.","['cephalic', 'corneal', 'disease', 'eye', 'medical', 'phlebotomy', 'treatment', 'ulceration', 'vein']"
MS-TS-AR-00043-00250,Medical,0500-01-01,1899-12-31,"Beginning of Dāniyāl ibn Šuʿyā’s commentary on ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), which is presented in the form of questions and answers.","['optician', 'šuʿyā']"
MS-TS-AR-00043-00251,Medical,0500-01-01,1899-12-31,"Bifolium from a Judaeo-Arabic work on materia medica, with a list of simples beginning with the letter alif and their uses (e.g., various kinds of salt).","['medica', 'salt']"
MS-TS-AR-00043-00252,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, here focussing on vertigo and sight problems that are linked to episodes of vertigo. An opinion by Rufus of Ephesus is quoted in contrast with Galenic theory. The treatment of vertigo is taken from Ibn Māsawayh.","['medical', 'sight', 'treatment', 'vertigo']"
MS-TS-AR-00043-00253,Medical,0500-01-01,1899-12-31,"Leaf from a medical work dealing with the loss of voice, hoarseness and coughing. Causes for these ailments are identified in irritation to respiratory organs and the abdomen.","['abdomen', 'ailment', 'cause', 'coughing', 'hoarseness', 'medical', 'organ', 'respiratory']"
MS-TS-AR-00043-00255,Medical,0500-01-01,1899-12-31,"Leaf from a medical work on general theoretical topics, including moisture and heat in the body, and the detection of causes and signs of disease.","['body', 'cause', 'disease', 'heat', 'medical']"
MS-TS-AR-00043-00263,Medical,0500-01-01,1899-12-31,"Leaf from a Judaeo-Arabic version of ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), second discourse, chapter 1 (ed. Hyderabad 1964, pp. 55-57).",['optician']
MS-TS-AR-00043-00265,Medical,0500-01-01,1899-12-31,"Bifolium from a medical work dealing with general topics: days of crisis, humours and faculties of the body. The fragment also presents a list of medicaments, including drugs for increasing the production of milk and sperm.","['body', 'drug', 'humour', 'medical', 'medicament', 'milk', 'sperm']"
MS-TS-AR-00043-00270,Medical; document,0500-01-01,1899-12-31,"Leaves from Dāwūd ibn Abī al-Bayān’s treatise on pharmacopoeia for hospitals: opening, partial table of contents and part of chapter 2 (ed. P. Sbath 1933, pp.17, 23-25.). P1 verso contains a legal document.",['pharmacopoeia']
MS-TS-AR-00043-00276,Medical,0500-01-01,1899-12-31,"Bifolium from a work on pharmacopoeia, with description of compound remedies, in particular for the treatment of eye ailments.","['ailment', 'eye', 'pharmacopoeia', 'remedy', 'treatment']"
MS-TS-AR-00043-00284,Medical; philosophical,0500-01-01,1899-12-31,"Part of a leaf from a medico-philosophical work dealing with the physiology of the human body, its faculties, and the five senses. It includes a discussion on the soul.","['body', 'human', 'medico-philosophical', 'physiology']"
MS-TS-AR-00043-00291,Medical,0500-01-01,1899-12-31,"Leaf from a medical booklet (possibly for personal use) on pharmacopoeia, describing the preparation of medical powder and the treatment of diarrhoea and indigestion.","['diarrhoea', 'indigestion', 'medical', 'pharmacopoeia', 'powder', 'preparation', 'treatment']"
MS-TS-AR-00043-00306,Medical,0500-01-01,1899-12-31,"Leaf from a book on dentistry, focussing on recipes for medicaments to treat inflammations of the mouth and the throat, treatments for dental caries and preparations for strengthening the gums.","['dental', 'dentistry', 'gum', 'inflammation', 'medicament', 'mouth', 'preparation', 'strengthening', 'treat', 'treatment']"
MS-TS-AR-00043-00320,Medical,0500-01-01,1899-12-31,Leaf from a booklet of pharmacopoeia with recipes for tonics and and other medicaments.,"['medicament', 'pharmacopoeia', 'tonic']"
MS-TS-AR-00043-00323,Medical,0500-01-01,1899-12-31,"Bifolium from a medical work dealing with the treatment of serious wounds to the womb, liver and spleen, with quotations from Galen. Fol. 1v contains a quotation from Isaiah 1:6.","['galen', 'liver', 'medical', 'spleen', 'treatment', 'womb', 'wound']"
MS-LG-BIBLE-00006-00046,Bible; exercises; medical,0900-01-01,1599-12-31,Recto: Psalms 89:16-89:25 with Masora Parva. Verso: Psalms 89:25-31. Poetic spacing. Margins contain jottings from ʿIsa Ibn ʿAli’s medical treatise.,"['medical', 'parva']"
MS-LG-MISC-00001,Medical,1400-01-01,1599-12-31,"Leaf from a Hebrew treatise on the composition of various drugs. The fragment opens with a chapter on cancer, including treatments with different kinds of clay (i.e. Armenian clay), followed by sections on abscesses, flatulence, and arteries. On verso, a new chapter (the third) on leprosy begins. The treatise appears to be derived from an Arabic original since the word for ‘maiming’ is first reported in transliteration from Arabic and then in Hebrew translation (גדמות).","['abscess', 'cancer', 'clay', 'drug', 'flatulence', 'leprosy', 'treatment']"
MS-LG-MISC-00044-00003,Medical; magical,0900-01-01,1599-12-31,"Practical instructions for preparing a medical or magical recipe, that includes a sheet (of paper?) and washing an ingredient in wine for a number of days. Ashes are also mentioned.","['ash', 'magical', 'medical', 'preparing', 'wine']"
MS-LG-MISC-00060,Alchemy; medical; magical,1500-01-01,1699-12-31,"Recto: two alchemical recipes, the first on the use of a water derived from a preparation of tutty (an oxide of zinc), which is left overnight to congeal into a stone; the second deals with a preparation with tartar (potassium tartarate) white sal ammoniac (in transliteration from Arabic here), copper, sulfur, salpeter (nitre, mineral of potassium nitrate), sea salt, and white copper, mentioning the use of a waterproof glass container and another vessel isolated with the clay of the sages (Ar. Ṭīn al-ḥikma, Lat. argilla philosophorum, lutum sapientiae). Verso: instructions for the production of an amulet for a barren woman, with magical characteres and two small Stars of David, and instructions for the production of an amulet for avoiding dangers on the road.","['alchemical', 'ammoniac', 'clay', 'lutum', 'magical', 'mineral', 'nitrate', 'nitre', 'oxide', 'philosophorum', 'potassium', 'preparation', 'sage', 'sal', 'salpeter', 'salt', 'star', 'sulfur', 'tartar', 'tartarate', 'vessel', 'water', 'zinc']"
MS-TS-K-00006-00124,Colophon; medical,0500-01-01,1899-12-31,"Colophon and end of a treatise regarding different kinds of food, their tastes and their influences on the body. P1 preserves passages on wine, its use and possible stomach problems related to its consumption. The colophon on P2 f. 1v preserves the place where it was copied, Alexandria, but the original name of the copyist has been erased, and the new owner’s name has been added beneath, Abraham b. Saʿadya.","['body', 'colophon', 'food', 'stomach', 'wine']"
MS-TS-K-00006-00172,Jottings; pen trials; medical,0500-01-01,1899-12-31,Pen trial and jottings with numerous repetitions of the phrase ‘Hippocrates said’,['hippocrates']
MS-TS-K-00006-00194,Colophon; Medical,0500-01-01,1899-12-31,"Colophon and beginning of Qusṭā ibn Lūqā al-Baʿalbakī, Kitāb fī ṣifa al-kadar wa-anwāʿihi wa-ʿilālihi wa-asbābihi wa-ʿilājihi (The book on the description of numbness (torpor), its kinds, its reasons and causes and its remedies). Ibn Lūqā died in 913 CE, and this eleventh-century copy appears to be the earliest of all extant witnesses to this work.","['cause', 'colophon', 'died', 'numbness', 'remedy', 'torpor']"
MS-TS-K-00014-00039,Medical,0500-01-01,1899-12-31,"Extensive portion of a medical book divided into ‘discourses’ and chapters; chapters are further divided into sections devoted to the description of the illness, its symptoms, and cure. P3: chapter 14, ‘on the bite of snakes and related [animals]; P4, ‘on the bite of scorpions’; P4: chapter 15, ‘on the sting of bees’ and chapter 16, ‘on the bite of a rabid dog’; P6: chapter 17, ‘on pain’; P7, treatment of abscesses; P8: chapter 19, ‘on abscesses’; P10, treatment for various kinds of abscesses; P13, ‘on wasp bites’; P14 recto, chapter 20, ‘on warts and nails and rocks; chapter 21, ‘on cold abscesses’; P22 recto: chapter 25: ’on humid scabies’; P23 recto: its symptoms, prognosis and cure; verso: chapter 24; P25 verso: ‘on wounds’; P29: chapter 27: ‘on the flow of blood during miscarriage’; chapter 28; chapter 29: ‘on inflammation’; chapter 30: (probably) on broken or injured feet; P30 recto: beginning of the ‘Second Discourse’; P31 recto: chapter 31 ‘on people who travel’; P33 opens with a table of content of chapters 106-133, followed by the title of chapter 1 ‘on alopecia; P35: chapter 2 ‘on hair loss’; P34: chapter 3 ‘on hair problems’; P36: chapter 6 ‘on illnesses of the head’; P38: chapter 7 ‘on vermin and parasites’; P39 recto: chapter 8 ‘on Tenia’; P39 verso: chapter 9 ‘on water retention (?)’; P41 recto: chapter 10 ‘on headache’; P44 verso: chapter 11 ‘on headaches cause by drunkenness’; P44 recto: chapter 12, on another kind of headache; P45 verso: chapter 14 ‘on migrane (possibly: text is corrupted); P46 recto: chapter 15: ’on ischiectomy’ (surgical removal of part of the hip bone); P49 verso: ‘on lethargy’; P51 verso: beginning of chapter 18; P52 verso: chapter 20: ‘on unnatural changes’; P54 verso: chapter 23: ‘on mania and melancholy’; P56 recto: chapter 24: ‘on desire’; P59 verso: chapter 25: ‘on drunkenness”; P59 recto: chapter 26; P60 verso: chapter 27: ‘on sneezing’; P67 verso: chapter 31: ‘on paralysis’; P69 recto: chapter 32; P71 verso: chapter 33; P73 recto: ‘on mouth problems’; P73 verso: beginning of the Third Treatise: chapter 1: ‘on the eye’; P72 verso: chapter 2: ‘on illnesses of […]; P78 verso: chapter 4: ‘on illnesses [of the eye - text is torn]. Names of illnesses and parts of the body are usually given in a Romance language, probably Italian, and are indicative of the European origin of the manuscript.","['abscess', 'alopecia', 'animal', 'bee', 'bite', 'blood', 'body', 'bone', 'broken', 'cause', 'cold', 'corrupted', 'cure', 'desire', 'dog', 'drunkenness', 'eye', 'foot', 'hair', 'head', 'headache', 'humid', 'illness', 'inflammation', 'injured', 'ischiectomy', 'lethargy', 'mania', 'medical', 'melancholy', 'migrane', 'miscarriage', 'mouth', 'pain', 'paralysis', 'parasite', 'portion', 'prognosis', 'rabid', 'scabies', 'scorpion', 'snake', 'sneezing', 'sting', 'tenia', 'treatment', 'vermin', 'wart', 'wasp', 'water', 'wound']"
MS-TS-K-00014-00040,Medical,0500-01-01,1899-12-31,"Very damaged page from a medical work. Only a few lines are preserved legibly, dealing with food and its decay; it also mentions lasting fevers.","['decay', 'fever', 'food', 'medical']"
MS-TS-K-00014-00041,Medical,0500-01-01,1899-12-31,"From a medical work on skin diseases, with a chapter on boils and leukoderma beginning towards the end of recto. Its title is written in the upper margin.","['boil', 'disease', 'leukoderma', 'medical', 'skin']"
MS-TS-K-00014-00042,Medical,0500-01-01,1899-12-31,"Medical book of European origin, produced after the 14th century. Beginning an end of the book are lost, together with indications of title, authorship and ownership. The author calls himself ‘Moses’ in several passages of the text. The content is based on Galenic humoral medicine and includes both theoretical passages and practical instructions for the preparation of medicines. Authorities mentioned include Aristotle, Hippocrates, Galen, Serapion, Ibn Māsawayh, Avicenna, Al-Rāzī, Averroes, Maimonides, Ibn Zuḥr, al-Majūsī, Isaac Israeli, Ibn al-Jazzār, al-Zahrāwī, ʿAlī ibn Riḍwān, Ḥunayn ibn Isḥāq, Qusṭā ibn Lūqā, and Bernard de Gordon (14th century).","['galen', 'hippocrates', 'medical', 'medicine', 'preparation']"
MS-TS-K-00014-00043,Medical,0500-01-01,1899-12-31,"Part of a medical work organised in chapters and sub-chapters, dealing with the description of illness, its symptoms, prognosis and treatment. P1 verso has the beginning of ‘chapter 2’. No complete heading of another chapter is preserved. There are discussions of pestilential fevers, their causes, signs, prognosis and treatment. Galen and Avicenna are both cited as authorities.","['cause', 'fever', 'galen', 'illness', 'medical', 'pestilential', 'prognosis', 'treatment']"
MS-TS-K-00014-00044,Medical,0500-01-01,1899-12-31,"From a long medical work in Hebrew. The extent text has a heading ‘Chapter 15: on bedwetting, its causes and treatments’.","['bedwetting', 'cause', 'medical', 'treatment']"
MS-TS-K-00014-00045,Medical,0500-01-01,1899-12-31,"The main text presents a Hebrew translation of Galen’s commentary on Hippocrates, Aphorisms, books VI:38-39 and VII:13-17. The surrounding text is part of a treatise in Hebrew on fevers and their remedies.","['aphorism', 'fever', 'galen', 'hippocrates', 'remedy']"
MS-TS-K-00014-00046,Medical,0500-01-01,1899-12-31,"Two bifolia from a medical work, dealing with severe fevers and their complications (like intestinal problems). The suggested treatments include the taking of cold food and drink, and soaking in baths with scented oils (like violet oil and rose oil).","['bath', 'cold', 'fever', 'food', 'intestinal', 'medical', 'oil', 'rose', 'soaking', 'treatment', 'violet']"
