classmark,token
MS-TS-AS-00159-00067,quince
MS-TS-AS-00159-00067,and
MS-TS-AS-00159-00067,gourd
MS-TS-AS-00159-00098,from
MS-TS-AS-00159-00098,medical
MS-TS-AS-00159-00098,work
MS-TS-AS-00159-00098,dealing
MS-TS-AS-00159-00098,with
MS-TS-AS-00159-00098,the
MS-TS-AS-00159-00098,cause
MS-TS-AS-00159-00098,and
MS-TS-AS-00159-00098,treatment
MS-TS-AS-00159-00098,of
MS-TS-AS-00159-00098,headache
MS-TS-AS-00159-00098,and
MS-TS-AS-00159-00098,insomnia
MS-TS-AS-00159-00098,including
MS-TS-AS-00159-00098,the
MS-TS-AS-00159-00098,use
MS-TS-AS-00159-00098,of
MS-TS-AS-00159-00098,phlebotomy
MS-TS-AS-00159-00098,and
MS-TS-AS-00159-00098,warm
MS-TS-AS-00159-00098,compress
MS-TS-AS-00159-00181,part
MS-TS-AS-00159-00181,of
MS-TS-AS-00159-00181,bifolium
MS-TS-AS-00159-00181,from
MS-TS-AS-00159-00181,medical
MS-TS-AS-00159-00181,work
MS-TS-AS-00159-00181,dealing
MS-TS-AS-00159-00181,with
MS-TS-AS-00159-00181,the
MS-TS-AS-00159-00181,cause
MS-TS-AS-00159-00181,and
MS-TS-AS-00159-00181,treatment
MS-TS-AS-00159-00181,of
MS-TS-AS-00159-00181,headache
MS-TS-AS-00159-00181,it
MS-TS-AS-00159-00181,mention
MS-TS-AS-00159-00181,yūḥanna
MS-TS-AS-00159-00181,ibn
MS-TS-AS-00159-00181,māsawayh
MS-TS-AS-00159-00211,from
MS-TS-AS-00159-00211,work
MS-TS-AS-00159-00211,on
MS-TS-AS-00159-00211,dermatology
MS-TS-AS-00159-00211,dealing
MS-TS-AS-00159-00211,with
MS-TS-AS-00159-00211,way
MS-TS-AS-00159-00211,of
MS-TS-AS-00159-00211,diagnosing
MS-TS-AS-00159-00211,skin
MS-TS-AS-00159-00211,disease
MS-TS-AS-00159-00211,by
MS-TS-AS-00159-00211,examining
MS-TS-AS-00159-00211,skin
MS-TS-AS-00159-00211,colour
MS-TS-AS-00159-00211,texture
MS-TS-AS-00159-00211,and
MS-TS-AS-00159-00211,presence
MS-TS-AS-00159-00211,or
MS-TS-AS-00159-00211,loss
MS-TS-AS-00159-00211,of
MS-TS-AS-00159-00211,hair
MS-TS-AS-00159-00235,recto
MS-TS-AS-00159-00235,list
MS-TS-AS-00159-00235,of
MS-TS-AS-00159-00235,materia
MS-TS-AS-00159-00235,medica
MS-TS-AS-00159-00235,with
MS-TS-AS-00159-00235,simple
MS-TS-AS-00159-00235,medicament
MS-TS-AS-00159-00235,their
MS-TS-AS-00159-00235,action
MS-TS-AS-00159-00235,and
MS-TS-AS-00159-00235,instruction
MS-TS-AS-00159-00235,on
MS-TS-AS-00159-00235,their
MS-TS-AS-00159-00235,use
MS-TS-AS-00159-00235,verso
MS-TS-AS-00159-00235,preparation
MS-TS-AS-00159-00235,of
MS-TS-AS-00159-00235,compound
MS-TS-AS-00159-00235,to
MS-TS-AS-00159-00235,be
MS-TS-AS-00159-00235,used
MS-TS-AS-00159-00235,a
MS-TS-AS-00159-00235,medicated
MS-TS-AS-00159-00235,potion
MS-TS-AS-00159-00262,from
MS-TS-AS-00159-00262,work
MS-TS-AS-00159-00262,on
MS-TS-AS-00159-00262,pharmacopoeia
MS-TS-AS-00159-00262,dealing
MS-TS-AS-00159-00262,with
MS-TS-AS-00159-00262,hard
MS-TS-AS-00159-00262,swelling
MS-TS-AS-00159-00262,and
MS-TS-AS-00159-00262,spleen
MS-TS-AS-00159-00262,ailment
MS-TS-AS-00159-00263,from
MS-TS-AS-00159-00263,work
MS-TS-AS-00159-00263,on
MS-TS-AS-00159-00263,pharmacopoeia
MS-TS-AS-00159-00263,dealing
MS-TS-AS-00159-00263,with
MS-TS-AS-00159-00263,preparation
MS-TS-AS-00159-00263,for
MS-TS-AS-00159-00263,treating
MS-TS-AS-00159-00263,hydrophobia
MS-TS-AS-00159-00263,and
MS-TS-AS-00159-00263,quoting
MS-TS-AS-00159-00263,from
MS-TS-AS-00159-00263,ibn
MS-TS-AS-00159-00263,zuhr
MS-TS-AS-00159-00263,kitāb
MS-TS-AS-00159-00263,al-taysīr
MS-TS-AS-00160-00197,from
MS-TS-AS-00160-00197,work
MS-TS-AS-00160-00197,on
MS-TS-AS-00160-00197,materia
MS-TS-AS-00160-00197,medica
MS-TS-AS-00160-00197,listing
MS-TS-AS-00160-00197,simple
MS-TS-AS-00160-00197,medicament
MS-TS-AS-00160-00197,their
MS-TS-AS-00160-00197,function
MS-TS-AS-00160-00197,and
MS-TS-AS-00160-00197,use
MS-TS-AS-00160-00197,simple
MS-TS-AS-00160-00197,under
MS-TS-AS-00160-00197,discussion
MS-TS-AS-00160-00197,include
MS-TS-AS-00160-00197,wild
MS-TS-AS-00160-00197,ginger
MS-TS-AS-00160-00197,poppy
MS-TS-AS-00160-00197,nenuphar
MS-TS-AS-00160-00197,saffron
MS-TS-AS-00160-00197,sumac
MS-TS-AS-00160-00197,polypody
MS-TS-AS-00160-00197,camphor
MS-TS-AS-00160-00197,asafoetida
MS-TS-AS-00160-00197,and
MS-TS-AS-00160-00197,narcissus
MS-TS-AS-00160-00278,the
MS-TS-AS-00160-00278,lower
MS-TS-AS-00160-00278,part
MS-TS-AS-00160-00278,of
MS-TS-AS-00160-00278,page
MS-TS-AS-00160-00278,from
MS-TS-AS-00160-00278,medical
MS-TS-AS-00160-00278,book
MS-TS-AS-00160-00278,dealing
MS-TS-AS-00160-00278,with
MS-TS-AS-00160-00278,fever
MS-TS-AS-00160-00278,and
MS-TS-AS-00160-00278,their
MS-TS-AS-00160-00278,treatment
MS-TS-AS-00160-00356,from
MS-TS-AS-00160-00356,work
MS-TS-AS-00160-00356,on
MS-TS-AS-00160-00356,dermatology
MS-TS-AS-00160-00356,dealing
MS-TS-AS-00160-00356,with
MS-TS-AS-00160-00356,skin
MS-TS-AS-00160-00356,laceration
MS-TS-AS-00160-00356,loss
MS-TS-AS-00160-00356,of
MS-TS-AS-00160-00356,hair
MS-TS-AS-00160-00356,and
MS-TS-AS-00160-00356,ailment
MS-TS-AS-00160-00356,similar
MS-TS-AS-00160-00356,to
MS-TS-AS-00160-00356,leprosy
MS-TS-AS-00160-00356,galen
MS-TS-AS-00160-00356,is
MS-TS-AS-00160-00356,mentioned
MS-TS-AS-00160-00375,part
MS-TS-AS-00160-00375,of
MS-TS-AS-00160-00375,page
MS-TS-AS-00160-00375,from
MS-TS-AS-00160-00375,work
MS-TS-AS-00160-00375,on
MS-TS-AS-00160-00375,pharmacopoeia
MS-TS-AS-00160-00375,with
MS-TS-AS-00160-00375,description
MS-TS-AS-00160-00375,of
MS-TS-AS-00160-00375,the
MS-TS-AS-00160-00375,preparation
MS-TS-AS-00160-00375,of
MS-TS-AS-00160-00375,various
MS-TS-AS-00160-00375,medicament
MS-TS-AS-00160-00375,the
MS-TS-AS-00160-00375,sentence
MS-TS-AS-00160-00375,beneficial
MS-TS-AS-00160-00375,if
MS-TS-AS-00160-00375,god
MS-TS-AS-00160-00375,will
MS-TS-AS-00160-00375,is
MS-TS-AS-00160-00375,in
MS-TS-AS-00160-00375,arabic
MS-TS-AS-00160-00375,script
MS-TS-AS-00160-00410,part
MS-TS-AS-00160-00410,of
MS-TS-AS-00160-00410,bifolium
MS-TS-AS-00160-00410,from
MS-TS-AS-00160-00410,work
MS-TS-AS-00160-00410,on
MS-TS-AS-00160-00410,ophthalmology
MS-TS-AS-00160-00410,dealing
MS-TS-AS-00160-00410,with
MS-TS-AS-00160-00410,the
MS-TS-AS-00160-00410,anatomy
MS-TS-AS-00160-00410,of
MS-TS-AS-00160-00410,the
MS-TS-AS-00160-00410,skull
MS-TS-AS-00160-00410,the
MS-TS-AS-00160-00410,eye
MS-TS-AS-00160-00410,the
MS-TS-AS-00160-00410,conjunctiva
MS-TS-AS-00160-00410,and
MS-TS-AS-00160-00410,the
MS-TS-AS-00160-00410,inner
MS-TS-AS-00160-00410,eye
MS-TS-AS-00161-00007,from
MS-TS-AS-00161-00007,work
MS-TS-AS-00161-00007,on
MS-TS-AS-00161-00007,diet
MS-TS-AS-00161-00007,dealing
MS-TS-AS-00161-00007,with
MS-TS-AS-00161-00007,food
MS-TS-AS-00161-00007,that
MS-TS-AS-00161-00007,are
MS-TS-AS-00161-00007,beneficial
MS-TS-AS-00161-00007,for
MS-TS-AS-00161-00007,disabled
MS-TS-AS-00161-00007,and
MS-TS-AS-00161-00007,ill
MS-TS-AS-00161-00007,people
MS-TS-AS-00161-00007,and
MS-TS-AS-00161-00007,here
MS-TS-AS-00161-00007,focussing
MS-TS-AS-00161-00007,on
MS-TS-AS-00161-00007,chicken
MS-TS-AS-00161-00023,from
MS-TS-AS-00161-00023,text
MS-TS-AS-00161-00023,on
MS-TS-AS-00161-00023,ophthalmology
MS-TS-AS-00161-00023,dealing
MS-TS-AS-00161-00023,with
MS-TS-AS-00161-00023,the
MS-TS-AS-00161-00023,use
MS-TS-AS-00161-00023,of
MS-TS-AS-00161-00023,kohl
MS-TS-AS-00161-00023,and
MS-TS-AS-00161-00023,ceruse
MS-TS-AS-00161-00023,for
MS-TS-AS-00161-00023,treating
MS-TS-AS-00161-00023,eye
MS-TS-AS-00161-00023,disease
MS-TS-AS-00161-00046,judaeo-arabic
MS-TS-AS-00161-00046,translation
MS-TS-AS-00161-00046,of
MS-TS-AS-00161-00046,hippocrates
MS-TS-AS-00161-00046,aphorism
MS-TS-AS-00162-00033,part
MS-TS-AS-00162-00033,of
MS-TS-AS-00162-00033,bifolium
MS-TS-AS-00162-00033,from
MS-TS-AS-00162-00033,judaeo-arabic
MS-TS-AS-00162-00033,version
MS-TS-AS-00162-00033,of
MS-TS-AS-00162-00033,ʿalī
MS-TS-AS-00162-00033,ibn
MS-TS-AS-00162-00033,ʿīsā
MS-TS-AS-00162-00033,taḏkirat
MS-TS-AS-00162-00033,al-kaḥḥālīn
MS-TS-AS-00162-00033,memorandum
MS-TS-AS-00162-00033,for
MS-TS-AS-00162-00033,optician
MS-TS-AS-00162-00033,first
MS-TS-AS-00162-00033,discourse
MS-TS-AS-00162-00033,chapter
MS-TS-AS-00162-00033,parallel
MS-TS-AS-00162-00033,to
MS-TS-AS-00162-00033,ed
MS-TS-AS-00162-00033,hyderabad
MS-TS-AS-00162-00033,p.
MS-TS-AS-00162-00069,small
MS-TS-AS-00162-00069,fragment
MS-TS-AS-00162-00069,from
MS-TS-AS-00162-00069,book
MS-TS-AS-00162-00069,on
MS-TS-AS-00162-00069,pharmacopoeia
MS-TS-AS-00162-00069,here
MS-TS-AS-00162-00069,preserving
MS-TS-AS-00162-00069,part
MS-TS-AS-00162-00069,of
MS-TS-AS-00162-00069,recipe
MS-TS-AS-00162-00069,with
MS-TS-AS-00162-00069,verdigris
MS-TS-AS-00162-00069,vinegar
MS-TS-AS-00162-00069,sulphur
MS-TS-AS-00162-00069,dill
MS-TS-AS-00162-00069,and
MS-TS-AS-00162-00069,chamomile
MS-TS-AS-00162-00089,page
MS-TS-AS-00162-00089,from
MS-TS-AS-00162-00089,work
MS-TS-AS-00162-00089,on
MS-TS-AS-00162-00089,theoretical
MS-TS-AS-00162-00089,medicine
MS-TS-AS-00162-00089,discussing
MS-TS-AS-00162-00089,the
MS-TS-AS-00162-00089,four
MS-TS-AS-00162-00089,temperament
MS-TS-AS-00162-00089,of
MS-TS-AS-00162-00089,the
MS-TS-AS-00162-00089,human
MS-TS-AS-00162-00089,body
MS-TS-AS-00162-00094,part
MS-TS-AS-00162-00094,of
MS-TS-AS-00162-00094,treatise
MS-TS-AS-00162-00094,devoted
MS-TS-AS-00162-00094,to
MS-TS-AS-00162-00094,gynaecology
MS-TS-AS-00162-00094,preserving
MS-TS-AS-00162-00094,the
MS-TS-AS-00162-00094,heading
MS-TS-AS-00162-00094,of
MS-TS-AS-00162-00094,chapter
MS-TS-AS-00162-00094,dealing
MS-TS-AS-00162-00094,with
MS-TS-AS-00162-00094,disease
MS-TS-AS-00162-00094,of
MS-TS-AS-00162-00094,the
MS-TS-AS-00162-00094,womb
MS-TS-AS-00162-00094,infertility
MS-TS-AS-00162-00094,problem
MS-TS-AS-00162-00094,during
MS-TS-AS-00162-00094,labour
MS-TS-AS-00162-00094,and
MS-TS-AS-00162-00094,their
MS-TS-AS-00162-00094,cause
MS-TS-AS-00162-00095,from
MS-TS-AS-00162-00095,medical
MS-TS-AS-00162-00095,text
MS-TS-AS-00162-00095,on
MS-TS-AS-00162-00095,ophthalmology
MS-TS-AS-00162-00095,describing
MS-TS-AS-00162-00095,an
MS-TS-AS-00162-00095,operation
MS-TS-AS-00162-00095,to
MS-TS-AS-00162-00095,correct
MS-TS-AS-00162-00095,deformed
MS-TS-AS-00162-00095,eyelid
MS-TS-AS-00162-00123,part
MS-TS-AS-00162-00123,of
MS-TS-AS-00162-00123,recipe
MS-TS-AS-00162-00123,for
MS-TS-AS-00162-00123,the
MS-TS-AS-00162-00123,preparation
MS-TS-AS-00162-00123,of
MS-TS-AS-00162-00123,medicinal
MS-TS-AS-00162-00123,potion
MS-TS-AS-00162-00132,part
MS-TS-AS-00162-00132,of
MS-TS-AS-00162-00132,medical
MS-TS-AS-00162-00132,recipe
MS-TS-AS-00162-00132,containing
MS-TS-AS-00162-00132,fleawort
MS-TS-AS-00162-00132,honey
MS-TS-AS-00162-00132,violet
MS-TS-AS-00162-00132,saffron
MS-TS-AS-00162-00132,salt
MS-TS-AS-00162-00132,and
MS-TS-AS-00162-00132,white
MS-TS-AS-00162-00132,vinegar
MS-TS-AS-00162-00185,part
MS-TS-AS-00162-00185,of
MS-TS-AS-00162-00185,medical
MS-TS-AS-00162-00185,recipe
MS-TS-AS-00162-00185,containing
MS-TS-AS-00162-00185,aniseed
MS-TS-AS-00162-00185,marrow
MS-TS-AS-00162-00185,seed
MS-TS-AS-00162-00185,chicory
MS-TS-AS-00162-00185,seed
MS-TS-AS-00162-00185,mint
MS-TS-AS-00162-00185,and
MS-TS-AS-00162-00185,colchicum
MS-TS-AS-00162-00186,part
MS-TS-AS-00162-00186,of
MS-TS-AS-00162-00186,medical
MS-TS-AS-00162-00186,recipe
MS-TS-AS-00162-00186,including
MS-TS-AS-00162-00186,myrrh
MS-TS-AS-00162-00186,from
MS-TS-AS-00162-00186,damascus
MS-TS-AS-00163-00009,leaf
MS-TS-AS-00163-00009,from
MS-TS-AS-00163-00009,judaeo-arabic
MS-TS-AS-00163-00009,work
MS-TS-AS-00163-00009,on
MS-TS-AS-00163-00009,materia
MS-TS-AS-00163-00009,medica
MS-TS-AS-00163-00009,including
MS-TS-AS-00163-00009,the
MS-TS-AS-00163-00009,simple
MS-TS-AS-00163-00009,saffron
MS-TS-AS-00163-00009,cinnamon
MS-TS-AS-00163-00009,storax
MS-TS-AS-00163-00009,balsam
MS-TS-AS-00163-00009,and
MS-TS-AS-00163-00009,aloe
MS-TS-AS-00163-00009,wood
MS-TS-AS-00163-00102,part
MS-TS-AS-00163-00102,of
MS-TS-AS-00163-00102,medical
MS-TS-AS-00163-00102,work
MS-TS-AS-00163-00102,dealing
MS-TS-AS-00163-00102,with
MS-TS-AS-00163-00102,diet
MS-TS-AS-00163-00102,aimed
MS-TS-AS-00163-00102,at
MS-TS-AS-00163-00102,treating
MS-TS-AS-00163-00102,person
MS-TS-AS-00163-00102,from
MS-TS-AS-00163-00102,fever
MS-TS-AS-00163-00102,and
MS-TS-AS-00163-00102,chest
MS-TS-AS-00163-00102,pain
MS-TS-AS-00163-00102,through
MS-TS-AS-00163-00102,purgative
MS-TS-AS-00163-00162,medical
MS-TS-AS-00163-00162,text
MS-TS-AS-00163-00162,suggesting
MS-TS-AS-00163-00162,diet
MS-TS-AS-00163-00162,to
MS-TS-AS-00163-00162,treat
MS-TS-AS-00163-00162,person
MS-TS-AS-00163-00162,suffering
MS-TS-AS-00163-00162,from
MS-TS-AS-00163-00162,nausea
MS-TS-AS-00163-00162,and
MS-TS-AS-00163-00162,fever
MS-TS-AS-00163-00199,leaf
MS-TS-AS-00163-00199,from
MS-TS-AS-00163-00199,work
MS-TS-AS-00163-00199,on
MS-TS-AS-00163-00199,pharmacopoeia
MS-TS-AS-00163-00199,possibly
MS-TS-AS-00163-00199,in
MS-TS-AS-00163-00199,the
MS-TS-AS-00163-00199,hand
MS-TS-AS-00163-00199,of
MS-TS-AS-00163-00199,joseph
MS-TS-AS-00163-00199,b.
MS-TS-AS-00163-00199,jacob
MS-TS-AS-00163-00199,ha-bavli
MS-TS-AS-00163-00199,giving
MS-TS-AS-00163-00199,recipe
MS-TS-AS-00163-00199,for
MS-TS-AS-00163-00199,dealing
MS-TS-AS-00163-00199,with
MS-TS-AS-00163-00199,vomiting
MS-TS-AS-00163-00199,during
MS-TS-AS-00163-00199,summer
MS-TS-AS-00163-00199,recto
MS-TS-AS-00163-00199,and
MS-TS-AS-00163-00199,for
MS-TS-AS-00163-00199,treating
MS-TS-AS-00163-00199,the
MS-TS-AS-00163-00199,corruption
MS-TS-AS-00163-00199,of
MS-TS-AS-00163-00199,blood
MS-TS-AS-00163-00199,verso
MS-TS-AS-00163-00222,from
MS-TS-AS-00163-00222,work
MS-TS-AS-00163-00222,on
MS-TS-AS-00163-00222,ophthalmology
MS-TS-AS-00163-00222,dealing
MS-TS-AS-00163-00222,with
MS-TS-AS-00163-00222,an
MS-TS-AS-00163-00222,illness
MS-TS-AS-00163-00222,causing
MS-TS-AS-00163-00222,the
MS-TS-AS-00163-00222,thickening
MS-TS-AS-00163-00222,of
MS-TS-AS-00163-00222,the
MS-TS-AS-00163-00222,eyelid
MS-TS-AS-00163-00247,bifolium
MS-TS-AS-00163-00247,from
MS-TS-AS-00163-00247,work
MS-TS-AS-00163-00247,on
MS-TS-AS-00163-00247,materia
MS-TS-AS-00163-00247,medica
MS-TS-AS-00163-00247,listing
MS-TS-AS-00163-00247,name
MS-TS-AS-00163-00247,of
MS-TS-AS-00163-00247,simple
MS-TS-AS-00163-00247,their
MS-TS-AS-00163-00247,action
MS-TS-AS-00163-00247,and
MS-TS-AS-00163-00247,us
MS-TS-AS-00163-00247,including
MS-TS-AS-00163-00247,the
MS-TS-AS-00163-00247,use
MS-TS-AS-00163-00247,of
MS-TS-AS-00163-00247,olive
MS-TS-AS-00163-00247,oil
MS-TS-AS-00163-00247,in
MS-TS-AS-00163-00247,medicine
MS-TS-AS-00163-00274,bifolium
MS-TS-AS-00163-00274,from
MS-TS-AS-00163-00274,medical
MS-TS-AS-00163-00274,work
MS-TS-AS-00163-00274,dealing
MS-TS-AS-00163-00274,with
MS-TS-AS-00163-00274,the
MS-TS-AS-00163-00274,general
MS-TS-AS-00163-00274,management
MS-TS-AS-00163-00274,of
MS-TS-AS-00163-00274,patient
MS-TS-AS-00164-00013,from
MS-TS-AS-00164-00013,work
MS-TS-AS-00164-00013,on
MS-TS-AS-00164-00013,ophthalmology
MS-TS-AS-00164-00013,dealing
MS-TS-AS-00164-00013,with
MS-TS-AS-00164-00013,the
MS-TS-AS-00164-00013,moisture
MS-TS-AS-00164-00013,and
MS-TS-AS-00164-00013,dryness
MS-TS-AS-00164-00013,of
MS-TS-AS-00164-00013,eye
MS-TS-AS-00164-00013,and
MS-TS-AS-00164-00013,eyelid
MS-TS-AS-00164-00013,and
MS-TS-AS-00164-00013,problem
MS-TS-AS-00164-00013,with
MS-TS-AS-00164-00013,closure
MS-TS-AS-00164-00013,of
MS-TS-AS-00164-00013,the
MS-TS-AS-00164-00013,eyelid
MS-TS-AS-00164-00071,from
MS-TS-AS-00164-00071,medical
MS-TS-AS-00164-00071,work
MS-TS-AS-00164-00071,dealing
MS-TS-AS-00164-00071,with
MS-TS-AS-00164-00071,the
MS-TS-AS-00164-00071,diagnostic
MS-TS-AS-00164-00071,examination
MS-TS-AS-00164-00071,of
MS-TS-AS-00164-00071,bodily
MS-TS-AS-00164-00071,fluid
MS-TS-AS-00164-00071,and
MS-TS-AS-00164-00071,vomit
MS-TS-AS-00164-00213,bifolium
MS-TS-AS-00164-00213,from
MS-TS-AS-00164-00213,medical
MS-TS-AS-00164-00213,work
MS-TS-AS-00164-00213,on
MS-TS-AS-00164-00213,pharmacopoeia
MS-TS-AS-00164-00213,dealing
MS-TS-AS-00164-00213,with
MS-TS-AS-00164-00213,the
MS-TS-AS-00164-00213,preparation
MS-TS-AS-00164-00213,of
MS-TS-AS-00164-00213,ointment
MS-TS-AS-00164-00213,and
MS-TS-AS-00164-00213,the
MS-TS-AS-00164-00213,treatment
MS-TS-AS-00164-00213,of
MS-TS-AS-00164-00213,ulcer
MS-TS-AS-00164-00213,itching
MS-TS-AS-00164-00213,herpes
MS-TS-AS-00164-00213,and
MS-TS-AS-00164-00213,scabies
MS-TS-AS-00164-00215,from
MS-TS-AS-00164-00215,medical
MS-TS-AS-00164-00215,work
MS-TS-AS-00164-00215,on
MS-TS-AS-00164-00215,pharmacopoeia
MS-TS-AS-00164-00215,dealing
MS-TS-AS-00164-00215,with
MS-TS-AS-00164-00215,the
MS-TS-AS-00164-00215,type
MS-TS-AS-00164-00215,of
MS-TS-AS-00164-00215,potion
MS-TS-AS-00164-00215,the
MS-TS-AS-00164-00215,patient
MS-TS-AS-00164-00215,should
MS-TS-AS-00164-00215,ingest
MS-TS-AS-00164-00215,after
MS-TS-AS-00164-00215,having
MS-TS-AS-00164-00215,been
MS-TS-AS-00164-00215,treated
MS-TS-AS-00164-00215,with
MS-TS-AS-00164-00215,phlebotomy
MS-TS-AS-00164-00215,or
MS-TS-AS-00164-00215,suffering
MS-TS-AS-00164-00215,from
MS-TS-AS-00164-00215,diarrhoea
MS-TS-AS-00164-00215,and
MS-TS-AS-00164-00215,with
MS-TS-AS-00164-00215,how
MS-TS-AS-00164-00215,to
MS-TS-AS-00164-00215,rehydrate
MS-TS-AS-00164-00215,the
MS-TS-AS-00164-00215,body
MS-TS-AS-00164-00277,recto
MS-TS-AS-00164-00277,judaeo-arabic
MS-TS-AS-00164-00277,verse
MS-TS-AS-00164-00277,possibly
MS-TS-AS-00164-00277,poetical
MS-TS-AS-00164-00277,composition
MS-TS-AS-00164-00277,arabic
MS-TS-AS-00164-00277,jotting
MS-TS-AS-00164-00277,verso
MS-TS-AS-00164-00277,medical
MS-TS-AS-00164-00277,recipe
MS-TS-AS-00164-00277,for
MS-TS-AS-00164-00277,the
MS-TS-AS-00164-00277,treatment
MS-TS-AS-00164-00277,of
MS-TS-AS-00164-00277,fever
MS-TS-AS-00165-00130,from
MS-TS-AS-00165-00130,booklet
MS-TS-AS-00165-00130,on
MS-TS-AS-00165-00130,pharmacopoeia
MS-TS-AS-00165-00130,dealing
MS-TS-AS-00165-00130,with
MS-TS-AS-00165-00130,the
MS-TS-AS-00165-00130,treatment
MS-TS-AS-00165-00130,of
MS-TS-AS-00165-00130,urticaria
MS-TS-AS-00165-00130,and
MS-TS-AS-00165-00130,skin
MS-TS-AS-00165-00130,complaint
MS-TS-AS-00165-00130,fol
MS-TS-AS-00165-00130,contains
MS-TS-AS-00165-00130,the
MS-TS-AS-00165-00130,beginning
MS-TS-AS-00165-00130,of
MS-TS-AS-00165-00130,new
MS-TS-AS-00165-00130,section
MS-TS-AS-00165-00130,with
MS-TS-AS-00165-00130,damaged
MS-TS-AS-00165-00130,heading
MS-TS-AS-00165-00214,medical
MS-TS-AS-00165-00214,work
MS-TS-AS-00165-00214,dealing
MS-TS-AS-00165-00214,with
MS-TS-AS-00165-00214,ulcer
MS-TS-AS-00165-00214,and
MS-TS-AS-00165-00214,their
MS-TS-AS-00165-00214,treatment
MS-TS-AS-00166-00031,from
MS-TS-AS-00166-00031,medical
MS-TS-AS-00166-00031,work
MS-TS-AS-00166-00031,dealing
MS-TS-AS-00166-00031,with
MS-TS-AS-00166-00031,the
MS-TS-AS-00166-00031,treatment
MS-TS-AS-00166-00031,of
MS-TS-AS-00166-00031,skin
MS-TS-AS-00166-00031,condition
MS-TS-AS-00166-00031,with
MS-TS-AS-00166-00031,oil
MS-TS-AS-00166-00031,and
MS-TS-AS-00166-00031,lotion
MS-TS-AS-00166-00031,in
MS-TS-AS-00166-00031,particular
MS-TS-AS-00166-00031,to
MS-TS-AS-00166-00031,treat
MS-TS-AS-00166-00031,suppuration
MS-TS-AS-00166-00031,of
MS-TS-AS-00166-00031,the
MS-TS-AS-00166-00031,skin
MS-TS-AS-00166-00032,from
MS-TS-AS-00166-00032,medical
MS-TS-AS-00166-00032,work
MS-TS-AS-00166-00032,dealing
MS-TS-AS-00166-00032,with
MS-TS-AS-00166-00032,gastro-intestinal
MS-TS-AS-00166-00032,problem
MS-TS-AS-00166-00032,and
MS-TS-AS-00166-00032,their
MS-TS-AS-00166-00032,treatment
MS-TS-AS-00166-00032,and
MS-TS-AS-00166-00032,the
MS-TS-AS-00166-00032,function
MS-TS-AS-00166-00032,of
MS-TS-AS-00166-00032,bile
MS-TS-AS-00166-00032,in
MS-TS-AS-00166-00032,the
MS-TS-AS-00166-00032,body
MS-TS-AS-00166-00106,small
MS-TS-AS-00166-00106,piece
MS-TS-AS-00166-00106,of
MS-TS-AS-00166-00106,medical
MS-TS-AS-00166-00106,work
MS-TS-AS-00166-00106,on
MS-TS-AS-00166-00106,the
MS-TS-AS-00166-00106,four
MS-TS-AS-00166-00106,temperament
MS-TS-AS-00166-00124,from
MS-TS-AS-00166-00124,work
MS-TS-AS-00166-00124,on
MS-TS-AS-00166-00124,pharmacopoeia
MS-TS-AS-00166-00124,including
MS-TS-AS-00166-00124,recipe
MS-TS-AS-00166-00124,for
MS-TS-AS-00166-00124,treating
MS-TS-AS-00166-00124,complaint
MS-TS-AS-00166-00124,of
MS-TS-AS-00166-00124,the
MS-TS-AS-00166-00124,liver
MS-TS-AS-00166-00124,and
MS-TS-AS-00166-00124,kidney
MS-TS-AS-00166-00124,and
MS-TS-AS-00166-00124,for
MS-TS-AS-00166-00124,enhancing
MS-TS-AS-00166-00124,lung
MS-TS-AS-00166-00124,capacity
MS-TS-AS-00166-00124,there
MS-TS-AS-00166-00124,is
MS-TS-AS-00166-00124,mention
MS-TS-AS-00166-00124,of
MS-TS-AS-00166-00124,remedy
MS-TS-AS-00166-00124,called
MS-TS-AS-00166-00124,caesar
MS-TS-AS-00166-00124,electuary
MS-TS-AS-00166-00126,from
MS-TS-AS-00166-00126,work
MS-TS-AS-00166-00126,on
MS-TS-AS-00166-00126,pharmacopoeia
MS-TS-AS-00166-00126,including
MS-TS-AS-00166-00126,the
MS-TS-AS-00166-00126,simple
MS-TS-AS-00166-00126,lemon
MS-TS-AS-00166-00126,grass
MS-TS-AS-00166-00126,gum
MS-TS-AS-00166-00126,ammoniac
MS-TS-AS-00166-00126,scammony
MS-TS-AS-00166-00126,cinnamon
MS-TS-AS-00166-00126,and
MS-TS-AS-00166-00126,euphorbia
MS-TS-AS-00166-00149,medical
MS-TS-AS-00166-00149,text
MS-TS-AS-00166-00149,based
MS-TS-AS-00166-00149,on
MS-TS-AS-00166-00149,avicenna
MS-TS-AS-00166-00149,al-qanūn
MS-TS-AS-00166-00149,fī
MS-TS-AS-00166-00149,l-ṭibb
MS-TS-AS-00166-00149,canon
MS-TS-AS-00166-00149,of
MS-TS-AS-00166-00149,medicine
MS-TS-AS-00166-00149,ed
MS-TS-AS-00166-00149,bulaq
MS-TS-AS-00166-00149,dealing
MS-TS-AS-00166-00149,with
MS-TS-AS-00166-00149,inflammation
MS-TS-AS-00166-00149,and
MS-TS-AS-00166-00149,swelling
MS-TS-AS-00166-00149,in
MS-TS-AS-00166-00149,particular
MS-TS-AS-00166-00149,pleurisy
MS-TS-AS-00166-00149,and
MS-TS-AS-00166-00149,pneumonia
MS-TS-AS-00166-00208,advice
